IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls,Year,Month,DayOfWeek,DayOfYear,Quarter,WeekOfYear,IsWeekend,IsNight,IsRushHour,IsPeakSeason,Distance_from_center,HasSecondPump,IncidentGroup_encoded,PropertyCategory_encoded,PropertyType_encoded,IncGeo_BoroughName_encoded,IncGeo_WardName_encoded,IncidentStationGround_encoded,FirstPumpArriving_DeployedFromStation_encoded,SpecialServiceType_encoded,Postcode_district_encoded
000120-01012018,2018-01-01,2018.0,01:37:17,1.0,Fire,Primary Fire,Standard,Dwelling,House - single occupancy ,Within same building,Unknown,CR8,0.0,20500264.0,E09000008,CROYDON,Croydon,E05011469,Kenley,Kenley,,,532050.0,158650.0,,,London,Purley,550.0,Purley,725.0,Croydon,2.0,2.0,2.0,132.0,722.0,2.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,1,2,67,7,335,72,72,18,13
000121-01012018,2018-01-01,2018.0,01:37:25,1.0,Fire,Primary Fire,Standard,Non Residential,Private garage ,Correct incident location,Unknown,SE28,0.0,20801692.0,E09000011,GREENWICH,Greenwich,E05014090,Thamesmead Moorings,Thamesmead Moorings,,,546250.0,179950.0,,,London,Plumstead,323.0,Plumstead,331.0,Plumstead,1.0,2.0,4.0,340.0,1859.0,6.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,1,3,143,10,602,70,70,18,169
000123-01012018,2018-01-01,2018.0,01:38:51,1.0,Fire,Secondary Fire,Standard,Outdoor,Loose refuse ,Open land/water - nearest gazetteer location,E17 5QS,E17,100023000000.0,22861400.0,E09000031,WALTHAM FOREST,Waltham Forest,E05013892,Higham Hill,Higham Hill,536001.0,190400.0,536050.0,190450.0,51.59603712,-0.037902273,London,Walthamstow,398.0,Walthamstow,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,11326.859804486145,0,1,5,86,30,305,91,92,18,32
000126-01012018,2018-01-01,2018.0,01:39:48,1.0,Fire,Primary Fire,Standard,Non Residential,Single shop ,Correct incident location,N17 6QA,N17,10003981967.0,21106680.0,E09000014,HARINGEY,Haringey,E05013601,Tottenham Central,Tottenham Central,533789.0,189935.0,533750.0,189950.0,51.59238817,-0.069995326,London,Tottenham,283.0,Tottenham,453.0,Stoke Newington,2.0,3.0,3.0,141.0,771.0,2.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,10013.452626747932,1,1,3,171,13,610,88,88,18,110
000127-01012018,2018-01-01,2018.0,01:39:54,1.0,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,Unknown,N8,0.0,21104022.0,E09000014,HARINGEY,Haringey,E05013600,Stroud Green,Stroud Green,,,530950.0,188650.0,,,London,Hornsey,336.0,Hornsey,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,0,2,2,34,13,586,45,45,5,123
000136-01012018,2018-01-01,2018.0,01:45:14,1.0,Fire,Secondary Fire,Standard,Outdoor,Cycle path/public footpath/bridleway ,In street outside gazetteer location,E15 4LB,E15,46011287.0,22201334.0,E09000025,NEWHAM,Newham,E05013912,Forest Gate South,Forest Gate South,539714.0,184752.0,539750.0,184750.0,51.54437763,0.013425655,London,Stratford,317.0,Leytonstone,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,10078.28993926196,0,1,5,37,24,222,84,55,18,30
000137-01012018,2018-01-01,2018.0,01:46:06,1.0,Fire,Secondary Fire,Standard,Outdoor Structure,Wheelie bin (domestic size),On land associated with building,E9 6BT,E9,100021000000.0,20900533.0,E09000012,HACKNEY,Hackney,E05009376,HOMERTON,HOMERTON,535666.0,185182.0,535650.0,185150.0,51.54922815,-0.044747352,London,Homerton,291.0,Homerton,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,6935.089771589889,0,1,6,202,11,261,43,43,18,43
000138-01012018,2018-01-01,2018.0,01:47:44,1.0,Fire,Secondary Fire,Standard,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,SE18 1PU,SE18,100021000000.0,20800879.0,E09000011,GREENWICH,Greenwich,E05014087,Plumstead & Glyndon,Plumstead & Glyndon,545253.0,177726.0,545250.0,177750.0,51.47984742,0.09035399,London,Plumstead,601.0,East Greenwich,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,14898.584224865182,0,1,6,172,10,468,70,21,18,158
000139-01012018,2018-01-01,2018.0,01:52:29,1.0,Fire,Primary Fire,Standard,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,Unknown,W11,0.0,21700921.0,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009392,COLVILLE,COLVILLE,,,524450.0,181350.0,,,London,North Kensington,228.0,North Kensington,340.0,Kensington,3.0,3.0,3.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,1,2,34,19,95,62,62,18,239
000141-01012018,2018-01-01,2018.0,01:56:44,1.0,Fire,Secondary Fire,Standard,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,NW8 8TT,NW8,10033559410.0,8402106.0,E09000033,WESTMINSTER,Westminster,E05013794,Church Street,Church Street,527260.0,182515.0,527250.0,182550.0,51.52721754,-0.166877774,London,Paddington,360.0,Paddington,,None,1.0,1.0,1.0,60.0,328.0,3.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,3934.6337887879067,0,1,6,172,32,136,66,66,18,134
000143-01012018,2018-01-01,2018.0,02:00:46,2.0,Special Service,Special Service,Spills and Leaks (not RTC),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,N19,0.0,21600816.0,E09000019,ISLINGTON,Islington,E05013705,Hillrise,Hillrise,,,529850.0,187350.0,,,London,Holloway,322.0,Holloway,421.0,Kentish Town,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,2,2,149,18,311,42,42,16,112
000145-01012018,2018-01-01,2018.0,02:05:45,2.0,Fire,Secondary Fire,Standard,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street outside gazetteer location,E14 3AP,E14,6648411.0,22702046.0,E09000030,TOWER HAMLETS,Tower Hamlets,E05009324,Island Gardens,Island Gardens,537598.0,178345.0,537550.0,178350.0,51.48732224,-0.019568915,London,Millwall,286.0,Millwall,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,7301.493114422453,0,1,6,77,29,328,57,57,18,29
000147-01012018,2018-01-01,2018.0,02:11:01,2.0,Special Service,Special Service,Spills and Leaks (not RTC),Road Vehicle,Car ,In street outside gazetteer location,SE18 6TY,SE18,100021000000.0,20801616.0,E09000011,GREENWICH,Greenwich,E05014093,Woolwich Common,Woolwich Common,543675.0,178082.0,543650.0,178050.0,51.48344899,0.067790388,London,Plumstead,325.0,East Greenwich,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,13282.27650249801,0,2,8,21,10,689,70,21,16,158
000148-01012018,2018-01-01,2018.0,02:13:39,2.0,False Alarm,AFA,Standard,Non Residential,Purpose built office ,Correct incident location,NW1 2AY,NW1,5155329.0,20400889.0,E09000007,CAMDEN,Camden,E05013669,St. Pancras & Somers Town,St. Pancras & Somers Town,529843.0,182694.0,529850.0,182650.0,51.52823881,-0.129597695,London,Euston,160.0,Euston,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,2377.496738197727,0,0,3,150,5,569,27,27,18,125
000150-01012018,2018-01-01,2018.0,02:28:20,2.0,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,SE18 3SA,SE18,100021000000.0,20801346.0,E09000011,GREENWICH,Greenwich,E05014089,Shooters Hill,Shooters Hill,543470.0,176533.0,543450.0,176550.0,51.46958213,0.064211394,London,Eltham,174.0,Eltham,299.0,Eltham,2.0,2.0,2.0,134.0,733.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,13446.604442476439,1,2,8,97,10,523,24,24,13,158
000152-01012018,2018-01-01,2018.0,02:35:26,2.0,Fire,Primary Fire,Standard,Road Vehicle,Multiple Vehicles ,In street close to gazetteer location,N16 8SA,N16,10008317151.0,20950287.0,E09000012,HACKNEY,Hackney,E05009369,CLISSOLD,CLISSOLD,533146.0,185754.0,533150.0,185750.0,51.55496849,-0.080853895,London,Stoke Newington,277.0,Stoke Newington,,None,1.0,1.0,1.0,60.0,328.0,5.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,5889.2761274432905,0,1,8,97,11,93,83,83,18,109
000155-01012018,2018-01-01,2018.0,02:39:05,2.0,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,Unknown,N1,0.0,21605971.0,E09000019,ISLINGTON,Islington,E05013701,Canonbury,Canonbury,,,532950.0,184550.0,,,London,Islington,338.0,Islington,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,0,2,2,33,18,110,47,47,3,102
000159-01012018,2018-01-01,2018.0,02:40:34,2.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,SW8,0.0,21900675.0,E09000022,LAMBETH,Lambeth,E05014111,Stockwell West & Larkhall,Stockwell West & Larkhall,,,530150.0,177050.0,,,London,Clapham,319.0,Lambeth,328.0,Lambeth,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,0,2,149,21,576,14,51,18,209
000161-01012018,2018-01-01,2018.0,02:44:18,2.0,False Alarm,AFA,Standard,Other Residential,Hotel/motel ,Correct incident location,W1J 8NE,W1J,100023000000.0,8400762.0,E09000033,WESTMINSTER,Westminster,E05013808,West End,West End,529026.0,180383.0,529050.0,180350.0,51.50765713,-0.142214466,London,Soho,344.0,Soho,426.0,Kensington,5.0,5.0,5.0,92.0,503.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,1579.0796303420975,1,0,4,66,32,656,79,79,18,249
000165-01012018,2018-01-01,2018.0,03:04:17,3.0,Fire,Secondary Fire,Standard,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,UB10 9LU,UB10,100021000000.0,21400945.0,E09000017,HILLINGDON,Hillingdon,E05013571,Hillingdon East,Hillingdon East,507152.0,184684.0,507150.0,184650.0,51.55088223,-0.455961363,London,Hillingdon,297.0,Hillingdon,474.0,Ruislip,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,23832.62583216046,1,1,6,77,16,309,41,41,18,228
000166-01012018,2018-01-01,2018.0,03:05:26,3.0,False Alarm,AFA,Standard,Non Residential,Pub/wine bar/bar ,Correct incident location,EC2A 4AA,EC2A,10008977886.0,21606092.0,E09000019,ISLINGTON,Islington,E05013699,Bunhill,Bunhill,532896.0,182358.0,532850.0,182350.0,51.5245096,-0.085738885,London,Shoreditch,342.0,Shoreditch,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,2987.633045062377,0,0,3,145,18,84,77,77,18,50
000167-01012018,2018-01-01,2018.0,03:07:07,3.0,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,NW10 2UJ,NW10,202064544.0,20200873.0,E09000005,BRENT,Brent,E05013500,Dollis Hill,Dollis Hill,521497.0,185222.0,521450.0,185250.0,51.5528144,-0.248977748,London,Willesden,310.0,Willesden,617.0,Hendon,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,10285.41186701662,1,2,8,21,3,174,98,99,13,126
000171-01012018,2018-01-01,2018.0,03:19:42,3.0,Special Service,Special Service,No action (not false alarm),Road Vehicle,Car ,In street close to gazetteer location,HA5 2PD,HA5,100021000000.0,21401058.0,E09000017,HILLINGDON,Hillingdon,E05013575,Northwood Hills,Northwood Hills,510265.0,189621.0,510250.0,189650.0,51.59465731,-0.409533832,London,Ruislip,403.0,Harrow,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,22314.48653135805,0,2,8,21,16,434,75,36,10,79
000176-01012018,2018-01-01,2018.0,03:29:19,3.0,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street close to gazetteer location,E6 3BP,E6,10090757758.0,22207589.0,E09000025,NEWHAM,Newham,E05013905,Boleyn,Boleyn,541457.0,183229.0,541450.0,183250.0,51.53025796,0.037932493,London,East Ham,201.0,Plaistow,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,11205.242645737799,0,2,5,162,24,59,22,69,13,40
000177-01012018,2018-01-01,2018.0,03:30:35,3.0,Fire,Primary Fire,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,SE26,0.0,22001298.0,E09000023,LEWISHAM,Lewisham,E05013731,Sydenham,Sydenham,,,535950.0,171750.0,,,London,Forest Hill,290.0,Forest Hill,409.0,Beckenham,2.0,2.0,2.0,95.0,519.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,1,2,67,22,594,30,30,18,167
000178-01012018,2018-01-01,2018.0,03:32:47,3.0,Special Service,Special Service,Making Safe (not RTC),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,SM2,0.0,22602750.0,E09000029,SUTTON,Sutton,E05013767,Sutton South,Sutton South,,,526350.0,163350.0,,,London,Sutton,387.0,Sutton,,None,1.0,1.0,1.0,72.0,394.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,0,2,2,149,28,592,86,86,8,178
000181-01012018,2018-01-01,2018.0,03:40:28,3.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,Unknown,W5,0.0,20600595.0,E09000009,EALING,Ealing,E05013520,Ealing Broadway,Ealing Broadway,,,517650.0,181650.0,,,London,Ealing,102.0,Southall,110.0,Wembley,4.0,4.0,4.0,60.0,328.0,2.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,0,2,148,8,181,20,80,18,258
000185-01012018,2018-01-01,2018.0,03:46:57,3.0,Fire,Primary Fire,Standard,Road Vehicle,Car ,In street outside gazetteer location,NW4 4PJ,NW4,200077411.0,20027940.0,E09000003,BARNET,Barnet,E05013649,West Hendon,West Hendon,522250.0,188398.0,522250.0,188350.0,51.5811959,-0.237017445,London,Hendon,223.0,Hendon,,None,1.0,1.0,1.0,60.0,328.0,2.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,11536.626825382113,0,1,8,21,1,663,39,39,18,130
000187-01012018,2018-01-01,2018.0,04:03:00,4.0,False Alarm,AFA,Standard,Non Residential,Prison ,Correct incident location,E11 1FE,E11,10024419097.0,22816900.0,E09000031,WALTHAM FOREST,Waltham Forest,E05013888,Grove Green,Grove Green,538206.0,187444.0,538250.0,187450.0,51.56893906,-0.007249407,London,Leyton,214.0,Leyton,426.0,Leytonstone,2.0,2.0,2.0,60.0,328.0,3.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,10335.586932808841,1,0,3,140,30,254,54,54,18,26
000189-01012018,2018-01-01,2018.0,04:06:29,4.0,Special Service,Special Service,Effecting entry/exit,Non Residential,Sports/Social club ,Correct incident location,E3 2DZ,E3,6075400.0,22700846.0,E09000030,TOWER HAMLETS,Tower Hamlets,E05009319,Bow East,Bow East,537148.0,183110.0,537150.0,183150.0,51.53025127,-0.024193267,London,Bethnal Green,348.0,Homerton,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,7067.140959417022,0,2,3,175,29,62,6,43,3,37
000192-01012018,2018-01-01,2018.0,04:08:35,4.0,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,Unknown,SW6,0.0,21000045.0,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,526050.0,175950.0,,,London,Fulham,366.0,Fulham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,0,2,2,67,12,512,31,31,10,207
000193-01012018,2018-01-01,2018.0,04:12:25,4.0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,SW6,0.0,21000739.0,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525850.0,176150.0,,,London,Fulham,351.0,Wandsworth,410.0,Chelsea,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,2,2,149,12,512,31,93,5,207
000196-01012018,2018-01-01,2018.0,04:29:05,4.0,False Alarm,AFA,Standard,Non Residential,Purpose built office ,Correct incident location,N1 1RU,N1,10091816134.0,21606199.0,E09000019,ISLINGTON,Islington,E05013708,Laycock,Laycock,531607.0,184695.0,531650.0,184650.0,51.54581308,-0.10343534,London,Islington,215.0,Islington,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,4370.077545136942,0,0,3,150,18,364,47,47,18,102
000197-01012018,2018-01-01,2018.0,04:31:52,4.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,Unknown,W9,0.0,8401592.0,E09000033,WESTMINSTER,Westminster,E05013809,Westbourne,Westbourne,,,525550.0,182050.0,,,London,Paddington,259.0,Paddington,289.0,Paddington,1.0,2.0,2.0,72.0,394.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,0,2,148,32,671,66,66,18,262
000198-01012018,2018-01-01,2018.0,04:33:01,4.0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,Unknown,SE15,0.0,22503004.0,E09000028,SOUTHWARK,Southwark,E05011110,Peckham,Peckham,,,533350.0,177350.0,,,London,Peckham,227.0,Peckham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,0,2,2,149,27,451,68,68,5,155
000199-01012018,2018-01-01,2018.0,04:39:38,4.0,False Alarm,False alarm - Good intent,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,Unknown,SE1,0.0,22501429.0,E09000028,SOUTHWARK,Southwark,E05011104,London Bridge & West Bermondsey,London Bridge & West Bermondsey,,,532850.0,179750.0,,,London,Dockhead,353.0,Dowgate,578.0,Dockhead,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,0,2,148,27,374,18,19,18,149
000200-01012018,2018-01-01,2018.0,04:45:32,4.0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,Unknown,W9,0.0,8400514.0,E09000033,WESTMINSTER,Westminster,E05013800,Maida Vale,Maida Vale,,,525850.0,183050.0,,,London,Paddington,361.0,West Hampstead,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,0,2,2,148,32,381,66,96,5,262
000201-01012018,2018-01-01,2018.0,04:45:47,4.0,Fire,Primary Fire,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,Unknown,E8,0.0,20900658.0,E09000012,HACKNEY,Hackney,E05009381,LONDON FIELDS,LONDON FIELDS,,,534950.0,184350.0,,,London,Homerton,349.0,Homerton,451.0,Shoreditch,2.0,2.0,2.0,66.0,361.0,3.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,1,2,148,11,356,43,43,18,42
000204-01012018,2018-01-01,2018.0,04:50:25,4.0,False Alarm,AFA,Standard,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,Unknown,NW10,0.0,20201638.0,E09000005,BRENT,Brent,E05013510,Stonebridge,Stonebridge,,,521050.0,185150.0,,,London,Park Royal,404.0,Willesden,415.0,Park Royal,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,0,2,34,3,577,67,99,18,126
000206-01012018,2018-01-01,2018.0,04:53:17,4.0,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,HA4 6QX,HA4,10022798372.0,21402115.0,E09000017,HILLINGDON,Hillingdon,E05013579,South Ruislip,South Ruislip,511000.0,184498.0,511050.0,184450.0,51.54846687,-0.400544832,London,Northolt,387.0,Northolt,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,20019.266729679777,0,2,8,21,16,536,63,63,13,78
000207-01012018,2018-01-01,2018.0,05:04:09,5.0,Fire,Primary Fire,Standard,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,UB7,0.0,21401341.0,E09000017,HILLINGDON,Hillingdon,E05013581,West Drayton,West Drayton,,,507150.0,179550.0,,,London,Hayes,282.0,Hayes,363.0,Heathrow,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,1,2,149,16,654,37,37,18,235
000208-01012018,2018-01-01,2018.0,05:10:23,5.0,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,EC2M 4PT,EC2M,95503813.0,8100056.0,E09000001,CITY OF LONDON,City Of london,E05009292,BISHOPSGATE,BISHOPSGATE,533334.0,181667.0,533350.0,181650.0,51.5181967,-0.079690406,London,Shoreditch,280.0,Whitechapel,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,2992.4215666942832,0,2,8,21,6,19,77,98,13,51
000209-01012018,2018-01-01,2018.0,05:16:38,5.0,Special Service,Special Service,Flooding,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Correct incident location,Unknown,NW9,0.0,20200506.0,E09000005,BRENT,Brent,E05013504,Kingsbury,Kingsbury,,,520350.0,189250.0,,,London,Stanmore,530.0,Stanmore,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,0,2,2,84,3,348,82,82,5,135
000211-01012018,2018-01-01,2018.0,05:26:59,5.0,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,HA1 4EU,HA1,10091095377.0,21201353.0,E09000015,HARROW,Harrow,E05013550,Headstone,Headstone,514555.0,188216.0,514550.0,188250.0,51.58117377,-0.348085607,London,Harrow,279.0,Harrow,,None,1.0,1.0,3.0,182.0,995.0,3.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,17832.883028829692,0,2,8,21,14,292,36,36,13,75
000215-01012018,2018-01-01,2018.0,05:39:54,5.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,SW16,0.0,21901326.0,E09000022,LAMBETH,Lambeth,E05014115,Streatham St. Leonard's,Streatham St. Leonard's,,,530050.0,171450.0,,,London,Norbury,385.0,Norbury,406.0,Norbury,1.0,2.0,2.0,79.0,432.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,0,2,149,21,584,61,61,18,190
000216-01012018,2018-01-01,2018.0,05:47:34,5.0,False Alarm,AFA,Standard,Other Residential,Student Hall of Residence ,Correct incident location,SE17 3AF,SE17,10091666544.0,22502382.0,E09000028,SOUTHWARK,Southwark,E05011107,North Walworth,North Walworth,532086.0,178701.0,532050.0,178750.0,51.49183525,-0.098777056,London,Old Kent Road,350.0,Lambeth,372.0,Lambeth,1.0,2.0,2.0,60.0,328.0,2.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,2286.039422900863,1,0,4,177,27,424,64,51,18,157
000219-01012018,2018-01-01,2018.0,05:54:40,5.0,Fire,Secondary Fire,Standard,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street close to gazetteer location,N15 5PF,N15,100021000000.0,21103945.0,E09000014,HARINGEY,Haringey,E05013598,Seven Sisters,Seven Sisters,533572.0,188772.0,533550.0,188750.0,51.58198866,-0.073567898,London,Tottenham,282.0,Tottenham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,8843.354057213213,0,1,6,77,13,517,88,88,18,108
000221-01012018,2018-01-01,2018.0,06:06:14,6.0,Fire,Primary Fire,Standard,Road Vehicle,Car ,In street outside gazetteer location,SE12 8EY,SE12,100021000000.0,20801239.0,E09000011,GREENWICH,Greenwich,E05014084,Kidbrooke Village & Sutcliffe,Kidbrooke Village & Sutcliffe,540081.0,174918.0,540050.0,174950.0,51.45591811,0.01481184,London,Lee Green,252.0,Lee Green,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,10969.213395140241,0,1,8,21,10,344,52,52,18,152
000223-01012018,2018-01-01,2018.0,06:27:37,6.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,Unknown,E5,0.0,20900725.0,E09000012,HACKNEY,Hackney,E05009373,HACKNEY DOWNS,HACKNEY DOWNS,,,534450.0,186650.0,,,London,Stoke Newington,290.0,Stoke Newington,382.0,Homerton,2.0,2.0,2.0,60.0,328.0,2.0,2018.0,1.0,0.0,1.0,1.0,1,0,1,0,0,,1,0,2,148,11,257,83,83,18,39
